wrist_tattoo,Visuals / Appearance / Head / Head Accessories / Head Piercings & Tattoos
vertical-striped_jacket,Visuals / Attire / Clothing Items / Topwear
four-leaf_clover_hair_ornament,Visuals / Appearance / Head / Ears / Ear Accessories
contrast,Visuals / Composition & Style / Image Composition / Perspective & Depth
symbol-shaped_pupils,Visuals / Appearance / Head / Eyes / Pupils / Pupil Shape
electro_symbol_(genshin_impact),Media & Copyrights / Characters / By Franchise / Genshin Impact
grizzly_win_mag,Content / Objects / Weapons / Ranged Weapons / Firearms
extra_teeth,Visuals / Appearance / Head / Other Head Features
white_cat,Media & Copyrights / Characters / By Franchise / Arknights
lace-trimmed_gloves,Visuals / Attire / Clothing Items / Handwear
blue_nightgown,Content / Sexual Content / Sexual Attire & Objects / Lingerie
nail_polish_brush,Content / Objects / Everyday Objects / Tools
sukiyaki,Metadata / Food & Cuisine / Food Types / Condiments & Sauces
king_of_hearts_(playing_card),Content / Objects / Games & Entertainment / Card Games & Cards
ribbon_choker,Visuals / Attire / Clothing Items / Neckwear
holding_drumsticks,Visuals / Actions & Poses / Gestures / Two-Hand Gestures
potato_wedges,Metadata / Food & Cuisine / Food Types / Snacks & Desserts
azalea_(flower),Content / Living Things / Plants / Specific Plants
whammy_bar,Content / Objects / Audio & Music / Instruments
refraction,Visuals / Composition & Style / Lighting / Light Direction
ribbon_legwear,Visuals / Attire / Clothing Items / Legwear
empty_eyes,Visuals / Appearance / Head / Eyes / Eye Expressions & Shapes
purikura,Visuals / Composition & Style / Image Composition / Artistic Style
m87_black_hole,Content / Concepts & Themes / Abstract Concepts / Natural Phenomena / Celestial Bodies
quadcopter,Content / Objects / Vehicles / Air Vehicles
barista,Metadata / Food & Cuisine / Beverages / Non-Alcoholic Beverages
eyebrow_piercing,Visuals / Appearance / Head / Head Accessories / Head Piercings & Tattoos
maruchan_akai_kitsune_udon,Media & Copyrights / Characters / By Franchise / Naruto
outdoors,Content / Concepts & Themes / Settings & Locations / Man-Made Environments / Recreational Spaces
caramel,Metadata / Food & Cuisine / Food Types / Snacks & Desserts
groping,Content / Sexual Content / Sex Acts / Manual Sex
wii,Content / Objects / Games & Entertainment / Video Games (as objects)
hands_on_own_crotch,Content / Sexual Content / Sex Acts / Manual Sex
miki_sayaka_(cosplay),Media & Copyrights / Characters / By Franchise / Vocaloid
ember_celica_(rwby),Media & Copyrights / Characters / By Franchise / # ... (Add lists for other franchises present in the original flat list)
frilled_bikini_bottom,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
black_ribbon,Visuals / Attire / Clothing Items / Headwear / Bands
armor,Content / Objects / Armor & Shields / Modern Armor
collar_grab,Visuals / Attire / Clothing Items / Neckwear
rupee_(zelda),Media & Copyrights / Franchises & Series / By Name / Zelda
blue_hakama,Visuals / Attire / Clothing Items / Legwear
real_life_insert,Content / Living Things / People / Real People
striped_bow,Content / Objects / Weapons / Ranged Weapons / Bows & Crossbows
balmung_(fate),Media & Copyrights / Characters / By Franchise / Fate Series
food_in_mouth,Content / Objects / Food & Drink / Food Related
breast_pillow,Visuals / Appearance / Torso / Breasts / Breast Actions & Interactions
strapless,Visuals / Appearance / Torso / Breasts / Breast Shape & Description
baby_carry,Visuals / Attire / Clothing Items / Underwear & Lingerie
snowquill_set_(zelda),Media & Copyrights / Franchises & Series / By Name / Zelda
saint_quartz_(fate),Media & Copyrights / Characters / By Franchise / Fate Series
ring_necklace,Visuals / Attire / Clothing Items / Neckwear
bowl,Content / Objects / Everyday Objects / Containers
blood_on_neck,Visuals / Attire / Clothing Items / Neckwear
horn_speaker,Visuals / Appearance / Head / Ears / Ear Types / Pointy Ears
mahjong,Content / Objects / Games & Entertainment / Board Games & Pieces
drawing_bow,Content / Objects / Weapons / Ranged Weapons / Bows & Crossbows
self-propelled_artillery,Content / Objects / Vehicles / Land Vehicles
red_mittens,Visuals / Attire / Clothing Items / Handwear
sleigh,Visuals / Attire / Clothing Items / Footwear / Slippers
adjusting_another's_clothes,Visuals / Attire / Clothing Styles & Features / Clothing Features
handgun,Content / Objects / Weapons / Ranged Weapons / Firearms
towel_slip,Visuals / Attire / Clothing Items / Footwear / Slippers
lightning_bolt_hair_ornament,Visuals / Appearance / Head / Hair / Hair Actions & Objects
blonde_pubic_hair,Visuals / Appearance / Torso / Genitalia & Groin / Pubic Hair
metal_gloves,Visuals / Attire / Clothing Items / Handwear
tied_up_(nonsexual),Content / Sexual Content / Sex Acts / Fetishes & Kinks / Non-Consensual (Simulated)
dark_skin,Visuals / Appearance / Body / Skin
head_on_head,Visuals / Appearance / Head / Other Head Features
computer_chip,Content / Objects / Technology & Electronics / Computing
thigh_pouch,Visuals / Appearance / Torso / Lower Torso
shared_scarf,Visuals / Attire / Clothing Items / Neckwear
reindeer_costume,Visuals / Attire / Accessories / Head & Face Accessories
flip_phone,Content / Objects / Technology & Electronics / Communication
urethral_beads,Visuals / Appearance / Torso / Genitalia & Groin / Penis & Testicles / Penis Features
ranunculus,Content / Living Things / Plants / Specific Plants
brand_name_imitation,Media & Copyrights / Creators & Copyrights / Companies & Studios / Brands
head_rub,Visuals / Appearance / Head / Face / Facial Expressions / Sexual
flock,Content / Living Things / Animals / Birds
phone_with_ears,Visuals / Appearance / Head / Ears / Ear Accessories
fish_bone,Content / Living Things / Animals / Fish & Aquatic Life
cowboy,Visuals / Attire / Clothing Items / Footwear / Boots
shuuchiin_academy_school_uniform,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Twintails
panty_lift,Visuals / Attire / Clothing Items / Underwear & Lingerie
crowded,Content / Concepts & Themes / Settings & Locations / Man-Made Environments / Public Spaces
finger_under_clothes,Content / Sexual Content / Sex Acts / Fetishes & Kinks / Specific Object/Attire Fetishes
white_umbrella,Media & Copyrights / Characters / By Franchise / Arknights
plant_boy,Content / Living Things / Plants / Plant Parts
morichika_rinnosuke_(cosplay),Media & Copyrights / Characters / By Franchise / Touhou Project
penguin_hood,Visuals / Attire / Clothing Items / Headwear / Hoods & Veils
angelfish,Content / Living Things / Animals / Fish & Aquatic Life
horse_penis,Visuals / Appearance / Torso / Genitalia & Groin / Penis & Testicles / Penis Features
yoga_mat,Visuals / Actions & Poses / Posture / Specific Poses
cellphone_photo,Content / Objects / Technology & Electronics / Communication
short_sword,Content / Objects / Weapons / Melee Weapons / Swords
shoulder_belt,Visuals / Attire / Clothing Items / Neckwear
okapi_ears,Visuals / Appearance / Head / Ears / Ear Types / Animal Ears
cardiogram,Visuals / Appearance / Body / Overall Body
ankle_socks,Visuals / Attire / Clothing Items / Legwear
crocodilian_tail,Visuals / Appearance / Limbs & Appendages / Tail / Tail Type
discord_logo,Media & Copyrights / Characters / By Type / Official Mascot
real_world_location,Content / Concepts & Themes / Settings & Locations / Geographic Locations / Geographic Features / Natural Features
star_hat_ornament,Visuals / Attire / Clothing Items / Headwear / Crowns & Tiaras
ratline,Content / Concepts & Themes / Settings & Locations / Man-Made Environments / Transportation Spaces
injection,Content / Sexual Content / Sex Acts / Penetrative Sex
untying,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Other Tied
leaf_background,Visuals / Composition & Style / Colors / Partial Coloring
anal_fisting,Content / Sexual Content / Anatomy / Anus
skull_print,Visuals / Appearance / Head / Other Head Features
hook_hand,Visuals / Actions & Poses / Gestures / Two-Hand Gestures
monkey_ears,Visuals / Appearance / Head / Ears / Ear Types / Animal Ears
milk_tea,Metadata / Food & Cuisine / Beverages / Non-Alcoholic Beverages
unbuttoned_sleeves,Visuals / Attire / Clothing Items / Handwear
on_floor,Visuals / Actions & Poses / Posture / Body Inclination
blue_gloves,Visuals / Attire / Clothing Items / Handwear
yuunagi_middle_school_uniform,Media & Copyrights / Characters / By Franchise / Girls Und Panzer
oversized_insect,Content / Living Things / Animals / Insects & Arachnids
dashed_eyes,Visuals / Appearance / Head / Eyes / Eye Expressions & Shapes
blue_pubic_hair,Visuals / Appearance / Torso / Genitalia & Groin / Pubic Hair
jam,Content / Objects / Everyday Objects / Containers
chuo_academy_school_uniform,Visuals / Attire / Clothing Items / Full Body
hydrangea,Content / Living Things / Plants / Specific Plants
ultimate_madoka_(cosplay),Media & Copyrights / Creators & Copyrights / Cosplayers
v,Content / Objects / Technology & Electronics / Other Tech
unworn_bow,Visuals / Attire / Clothing Items / Neckwear
afterburner,Content / Objects / Vehicles / Air Vehicles
hissing,Content / Concepts & Themes / Sound & Language / Sound Effects
hands_on_another's_back,Visuals / Actions & Poses / Gestures / Two-Hand Gestures
shaving_another,Visuals / Appearance / Head / Hair / Facial Hair
holding_shower_head,Visuals / Appearance / Head / Hair / Hair Actions & Objects
nendoroid,Media & Copyrights / Characters / By Franchise / Vocaloid
horned_helmet,Visuals / Attire / Clothing Items / Headwear / Helmets
biretta,Visuals / Attire / Clothing Items / Headwear / Hoods & Veils
green_tank_top,Visuals / Attire / Clothing Items / Topwear
multicolored_scarf,Visuals / Attire / Clothing Items / Neckwear
runny_makeup,Visuals / Appearance / Head / Face / Facial Expressions / Sexual
postbox_(outgoing_mail),Content / Objects / Everyday Objects / Stationery
black_blindfold,Metadata / Censorship / Censorship Method / Blur Censor
arrow_(jojo),Media & Copyrights / Characters / By Franchise / Jojo's Bizarre Adventure
character_single,Metadata / Miscellaneous Items / Character Types / Character Roles
print_bikini,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
cupless_babydoll,Content / Sexual Content / Sexual Attire & Objects / Lingerie
brown_halo,Media & Copyrights / Characters / By Franchise / Bleach
mouth_drool,Content / Sexual Content / Sex Acts / Fetishes & Kinks / Bodily Fluids
hogtie,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Other Tied
funeral,Content / Concepts & Themes / Abstract Concepts / Conceptual Themes / Life & Death
sitting_on_tree_stump,Visuals / Actions & Poses / Posture / Basic Positions
food_as_clothes,Content / Objects / Materials / Food Materials
a_(phrase),Metadata / Language & Communication / Expressions & Phrases / Common Phrases
gessen_academy_uniform,Visuals / Attire / Clothing Items / Legwear
archery_shooting_glove,Content / Objects / Weapons / Ranged Weapons / Bows & Crossbows
brown_robe,Visuals / Attire / Clothing Items / Headwear / Hoods & Veils
expressive_tail,Visuals / Appearance / Limbs & Appendages / Tail / Tail Actions & Interactions
video_thumbnail,Metadata / Source & Provenance / Content Origin / Avatar Generator
black_tea,Metadata / Food & Cuisine / Beverages / Non-Alcoholic Beverages
stone_stairs,Metadata / Materials & Substances / Natural Materials / Minerals & Ores
skunk_tail,Visuals / Appearance / Limbs & Appendages / Tail / Tail Accessories
winding_key,Visuals / Appearance / Limbs & Appendages / Tail / Tail Number
shide,Content / Objects / Armor & Shields / Shields
2005,Metadata / Time & Temporal / Calendar / Years
sleeveless_dress,Visuals / Attire / Clothing Items / Topwear
tree_print,Visuals / Appearance / Limbs & Appendages / Tentacles
braces,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Braid
dragonborn_(d&d),Media & Copyrights / Characters / By Franchise / Dragon Quest
multicolored_border,Visuals / Composition & Style / Backgrounds / Multi-Color Backgrounds
single_bare_leg,Visuals / Attire / Clothing Items / Legwear
checkered_haori,Visuals / Attire / Clothing Items / Legwear
carabiner,Metadata / Miscellaneous Items / Specialized Equipment / Safety Equipment
mukyuu,Media & Copyrights / Characters / By Franchise / Touhou Project
thumbs_up,Visuals / Appearance / Head / Face / Facial Expressions / Positive
sawed-off_shotgun,Content / Objects / Weapons / Ranged Weapons / Firearms
removing_bra,Visuals / Appearance / Torso / Breasts / Breast Actions & Interactions
christmas_star,Events & Culture / Holidays & Celebrations / Holiday Themes
interface_headset,Visuals / Appearance / Head / Ears / Ear Accessories
too_many_eyes,Visuals / Appearance / Head / Eyes / Eye Features
potato_chips,Metadata / Food & Cuisine / Food Types / Snacks & Desserts
level_5_(toaru),Media & Copyrights / Characters / By Franchise / Fate Series
crossed_fingers,Visuals / Actions & Poses / Gestures / One-Hand Gestures
cure_white_(cosplay),Media & Copyrights / Creators & Copyrights / Cosplayers
window_blinds,Visuals / Appearance / Head / Eyes / Eye Accessories & Coverings
hip_gear,Visuals / Attire / Clothing Items / Headwear / Helmets
goblin,Content / Living Things / Mythical & Fictional Creatures / Monsters
gym_shirt,Visuals / Attire / Clothing Items / Topwear
quadruple_amputee,Visuals / Appearance / Limbs & Appendages / Arms & Hands
rest_in_peace_(phrase),Metadata / Language & Communication / Expressions & Phrases / Common Phrases
girl_sandwich,Media & Copyrights / Characters / By Franchise / Girls Und Panzer
saury,Metadata / Food & Cuisine / Food Types / Condiments & Sauces
soba,Metadata / Food & Cuisine / Food Types / Condiments & Sauces
lying_on_animal,Content / Living Things / Animals / Other Animals
fuuin_no_tsue,Media & Copyrights / Characters / By Franchise / Naruto
o-ring_swimsuit,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
nintendo_switch_pro_controller,Content / Objects / Fictional & Specific Objects / Pokemon Objects
dark_magician_girl_(cosplay),Media & Copyrights / Characters / By Franchise / Yu-Gi-Oh!
twin-lens_reflex_camera,Visuals / Composition & Style / Image Composition / Techniques
gate_of_babylon_(fate),Media & Copyrights / Characters / By Franchise / Fate Series
perpendicular_paizuri,Content / Sexual Content / Sex Acts / Manual Sex
rabbit_charm,Visuals / Appearance / Limbs & Appendages / Tail / Tail Accessories
holding_ear,Visuals / Appearance / Head / Ears / Ear Accessories
nonstop_nut_november,Metadata / Censorship / Censored Content / Nipple Censor
overcast,Visuals / Composition & Style / Environmental Conditions / Weather Phenomena
clapping,Visuals / Actions & Poses / Gestures / One-Hand Gestures
earth_(planet),Content / Concepts & Themes / Abstract Concepts / Natural Phenomena / Celestial Bodies
unworn_vest,Visuals / Attire / Clothing Items / Neckwear
exposed_brain,Content / Sexual Content / Anatomy / Breasts (explicit)
kira-kira_sensation!,Visuals / Attire / Accessories / Body Accessories
striped_sports_bra,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
holding_bottle,Content / Objects / Everyday Objects / Containers
shaving_cream,Visuals / Appearance / Head / Hair / Facial Hair
flame-tipped_tail,Visuals / Appearance / Limbs & Appendages / Tail / Tail Number
jersey,Visuals / Attire / Clothing Styles & Features / Clothing State
imminent_bestiality,Content / Sexual Content / Sex Acts / Fetishes & Kinks / Non-Consensual (Simulated)
hamayumi_(genshin_impact),Media & Copyrights / Characters / By Franchise / Genshin Impact
trailer,Content / Objects / Vehicles / Land Vehicles
bagua,Visuals / Actions & Poses / Gestures / Culture-Specific Gestures
freediving,Content / Living Things / Animals / Fish & Aquatic Life
millennium_ring,Metadata / Time & Temporal / Calendar / Years
winged_animal,Visuals / Appearance / Limbs & Appendages / Wings / Wing Type
birthday_cake,Events & Culture / Holidays & Celebrations / Anniversaries & Milestones
m1_helmet,Visuals / Attire / Clothing Items / Headwear / Helmets
skateboard,Metadata / Miscellaneous Items / Recreation & Games / Sports Equipment
poster_parody,Metadata / Source & Provenance / Origin & Type / Fan Art
usekh_collar,Visuals / Attire / Clothing Items / Neckwear
;q,Content / Objects / Technology & Electronics / Other Tech
hot_sauce,Metadata / Food & Cuisine / Food Types / Condiments & Sauces
ejaculation,Content / Sexual Content / Sexual Themes & States / Fluids
naked_suspenders,Content / Sexual Content / Sexual Attire & Objects / Fetish Wear
chained,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Other Tied
ganbaru_pose,Visuals / Actions & Poses / Posture / Specific Poses
furoshiki,Visuals / Attire / Clothing Items / Neckwear
shampoo_hat,Visuals / Attire / Clothing Items / Headwear / Hats
neckwear_grab,Visuals / Attire / Clothing Items / Neckwear
yellow_pantyhose,Visuals / Attire / Clothing Items / Legwear
lipstick_mark_on_testicles,Visuals / Appearance / Torso / Genitalia & Groin / Penis & Testicles / Testicles
rocket_ship,Content / Objects / Vehicles / Sea Vehicles
gantz_suit,Visuals / Attire / Clothing Items / Full Body
sakugawa_school_uniform,Visuals / Attire / Clothing Items / Full Body
pink_scarf,Visuals / Attire / Clothing Items / Neckwear
electricity,Metadata / Materials & Substances / Energy & Fluids / Energy Forms
kitchen_hood,Metadata / Food & Cuisine / Cooking & Food Preparation / Cooking Equipment
itasha,Media & Copyrights / Characters / By Franchise / Girls Und Panzer
male_maid,Media & Copyrights / Characters / By Type / Genderswap Character
fish_tank,Content / Living Things / Animals / Fish & Aquatic Life
hollow_(bleach),Media & Copyrights / Characters / By Franchise / Bleach
inflatable_raft,Content / Objects / Vehicles / Sea Vehicles
grid,Metadata / Miscellaneous Items / Urban Elements / Street & City Features
turtleneck_leotard,Visuals / Attire / Clothing Items / Neckwear
hand_in_pocket,Visuals / Actions & Poses / Gestures / One-Hand Gestures
artist_self-insert,Media & Copyrights / Creators & Copyrights / Artists / Signature
wing_ornament,Visuals / Appearance / Limbs & Appendages / Wings / Wing Accessories & Features
orange_visor,Visuals / Appearance / Head / Eyes / Eye Color & Iris
american_football_uniform,Visuals / Attire / Clothing Items / Headwear / Helmets
salmon_run_(splatoon),Visuals / Appearance / Limbs & Appendages / Tentacles
casino_card_table,Content / Objects / Games & Entertainment / Card Games & Cards
ritual,Events & Culture / Culture / Mythology & Folklore
sideboob_cutout,Visuals / Appearance / Torso / Breasts / Breast Visibility
cameltoe,Visuals / Appearance / Torso / Genitalia & Groin / Ass & Anus / Ass Features
multiple_anal,Content / Sexual Content / Anatomy / Anus
knights_of_blood_uniform_(sao),Content / Objects / Armor & Shields / Fictional Armor
steamroller,Content / Objects / Weapons / Melee Weapons / Blunt
leaf_on_head,Visuals / Appearance / Head / Other Head Features
slimy,Visuals / Appearance / Limbs & Appendages / Tentacles
taxi,Metadata / Miscellaneous Items / Urban Elements / Public Transportation
against_railing,Content / Concepts & Themes / Settings & Locations / Man-Made Environments / Transportation Spaces
mash_kyrielight_(dangerous_beast)_(cosplay),Media & Copyrights / Characters / By Franchise / Fate Series
orange_cat,Media & Copyrights / Characters / By Type / Original Character
diagonal-striped_necktie,Visuals / Attire / Clothing Items / Neckwear
drinking_straw,Content / Objects / Food & Drink / Drinks
dithered_background,Visuals / Composition & Style / Backgrounds / Themed Backgrounds
asymmetrical_shirt,Visuals / Attire / Clothing Items / Topwear
guro,Visuals / Actions & Poses / Gestures / Culture-Specific Gestures
basketball,Metadata / Miscellaneous Items / Recreation & Games / Sports Equipment
ludvico_private_girls'_academy_school_uniform,Media & Copyrights / Characters / By Franchise / Girls Und Panzer
facing_to_the_side,Visuals / Actions & Poses / Posture / Body Inclination
farmer,Content / Living Things / People / Occupations
kusarigama,Content / Objects / Weapons / Melee Weapons / Polearms
mundane_utility,Content / Objects / Everyday Objects / Tools
dangling,Visuals / Appearance / Limbs & Appendages / Tail / Tail Actions & Interactions
wa_lolita,Content / Sexual Content / Sexual Attire & Objects / Fetish Wear
small_horns,Visuals / Appearance / Head / Ears / Ear Types / Pointy Ears
mature_male,Content / Sexual Content / Anatomy / Male Genitalia
blue_wings,Visuals / Appearance / Limbs & Appendages / Wings / Wing Type
fishnet_bodysuit,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
bikini_top_lift,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
slurping,Content / Sexual Content / Sex Acts / Oral Sex
mandarin_collar,Visuals / Attire / Clothing Items / Neckwear
reverse_ryona,Content / Objects / Weapons / Melee Weapons / Other Melee
leaf_fan,Metadata / Source & Provenance / Origin & Type / Fan Art
imminent_hand_holding,Visuals / Actions & Poses / Gestures / Two-Hand Gestures
plant_wings,Visuals / Appearance / Limbs & Appendages / Wings / Wing Type
pom_pom_earrings,Visuals / Appearance / Head / Ears / Ear Accessories
tomato_juice,Content / Objects / Food & Drink / Drinks
strawberry_blossoms,Media & Copyrights / Characters / By Franchise / Girls' Frontline
hair_wagging,Visuals / Appearance / Limbs & Appendages / Tail / Tail Actions & Interactions
holding_cotton_candy,Visuals / Attire / Clothing Items / Handwear
letterman_jacket,Visuals / Attire / Clothing Items / Topwear
fake_photograph,Metadata / Source & Provenance / Origin & Type / Photograph
fuck-me_shirt,Visuals / Attire / Clothing Items / Topwear
yellow_raincoat,Visuals / Attire / Clothing Items / Legwear
awestruck,Content / Concepts & Themes / Emotions & States / States of Being
cheek_pull,Visuals / Appearance / Head / Face / Facial Expressions / Emotes
rouman_academy_school_uniform,Visuals / Attire / Clothing Styles & Features / Clothing State
studio_microphone,Content / Objects / Audio & Music / Audio Equipment
striped_fur,Media & Copyrights / Creators & Copyrights / Artists / Named Drawfags
adjusting_shorts,Visuals / Appearance / Head / Hair / Hair Style / Short Styles
lyre,Content / Objects / Audio & Music / Instruments
peter_pan_collar,Visuals / Attire / Clothing Items / Neckwear
oripathy_lesion_(arknights),Media & Copyrights / Characters / By Franchise / Arknights
orange_cape,Visuals / Attire / Clothing Items / Headwear / Hats
angel_wings,Visuals / Appearance / Limbs & Appendages / Wings / Wing Accessories & Features
panties_under_bike_shorts,Visuals / Attire / Clothing Items / Underwear & Lingerie
shiitake,Metadata / Food & Cuisine / Food Types / Ingredients
you_died,Content / Concepts & Themes / Abstract Concepts / Conceptual Themes / Life & Death
glowing_tail,Visuals / Appearance / Limbs & Appendages / Tail / Tail Accessories
tile_floor,Content / Concepts & Themes / Settings & Locations / Interior Spaces / Indoor Features
lego,Content / Objects / Games & Entertainment / Other Toys & Games
yamcha_pose_(meme),Media & Copyrights / Characters / By Franchise / Dragon Ball
cuffed,Visuals / Attire / Clothing Items / Handwear
tactile_paving,Metadata / Miscellaneous Items / Urban Elements / Street & City Features
movie_reference,Media & Copyrights / Franchises & Series / By Genre / Film & Television
;(,Content / Objects / Technology & Electronics / Other Tech
floating_crown,Visuals / Attire / Clothing Items / Headwear / Crowns & Tiaras
white_dress,Visuals / Attire / Clothing Items / Underwear & Lingerie
kiss,Content / Sexual Content / Sex Acts / Oral Sex
fox_hair_ornament,Visuals / Appearance / Limbs & Appendages / Tail / Tail Accessories
imperial_japanese_navy,Media & Copyrights / Characters / By Franchise / Kantai Collection
clothes_between_thighs,Visuals / Attire / Clothing Items / Legwear
food_on_clothes,Content / Objects / Food & Drink / Food Related
bathing,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
brown_belt,Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Bun
takaramonozu,Media & Copyrights / Characters / By Franchise / Digimon
spoken_heart,Metadata / Language & Communication / Expressions & Phrases / Common Phrases
jockey,Media & Copyrights / Characters / Real Life Individuals (as characters) / Real Life Racehorses
applying_manicure,Visuals / Appearance / Limbs & Appendages / Arms & Hands
curled_horns,Visuals / Appearance / Head / Ears / Ear Types / Pointy Ears
namori_(style),Visuals / Appearance / Head / Hair / Hair Style / Tied Styles / Other Tied
space_sword,Content / Objects / Weapons / Melee Weapons / Swords
star_wand,Content / Concepts & Themes / Abstract Concepts / Natural Phenomena / Constellations
drawn_whiskers,Media & Copyrights / Creators & Copyrights / Artists / Named Drawfags
rabbit_mask,Visuals / Appearance / Head / Head Accessories / Masks
netorase,Metadata / Censorship / Censorship Status / Decensored
hand_on_breast,Visuals / Appearance / Torso / Breasts / Breast Actions & Interactions
assisted_stretching,Visuals / Actions & Poses / Posture / Basic Positions
brown_one-piece_swimsuit,Visuals / Attire / Clothing Items / Swimwear & Bodysuits
unworn_collar,Visuals / Attire / Clothing Items / Neckwear
star_(symbol),Content / Concepts & Themes / Abstract Concepts / Natural Phenomena / Constellations
heart_antenna_hair,Visuals / Appearance / Head / Hair / Hair Features
objection,Metadata / Subjectivity & Quality / Interpretation / Obvious Statement
hat_tassel,Visuals / Attire / Clothing Items / Headwear / Hats
purple-tinted_eyewear,Visuals / Appearance / Head / Eyes / Eye Accessories & Coverings
airship,Content / Objects / Vehicles / Air Vehicles
purple_sports_bra,Metadata / Miscellaneous Items / Recreation & Games / Sports Equipment
hands_on_shoulders,Visuals / Actions & Poses / Gestures / Two-Hand Gestures
horns_through_headwear,Visuals / Attire / Clothing Items / Headwear / Hats
odaiba_girls_high_school_uniform,Media & Copyrights / Characters / By Franchise / Girls Und Panzer
purple_jacket,Visuals / Attire / Clothing Items / Handwear
fingering,Content / Sexual Content / Sex Acts / Manual Sex
super_robot,Content / Objects / Technology & Electronics / Robotics & Cybernetics
holding_trident,Content / Objects / Weapons / Melee Weapons / Polearms
cat_mask,Visuals / Appearance / Head / Head Accessories / Masks
curtained_hair,Visuals / Appearance / Head / Hair / Hair Style / Short Styles
tail_around_own_leg,Visuals / Appearance / Limbs & Appendages / Tail / Tail Actions & Interactions
